match_id,group_id,team_a,team_b,updated_p_team_a_advance,updated_p_team_b_advance,updated_expected_attendance,updated_expected_tv_viewers,stakeless_risk,collusion_risk,updated_attractiveness,recommended_broadcast_priority,recommended_security_level,recommended_transport_level,recommended_ticket_adjustment,updated_ticket_revenue_usd,updated_broadcast_value_usd,resource_cost_index,risk_exposure_index,static_net_value,dynamic_net_value,improvement_rate
GA05,A,Mexico,Czechia,1.0,1.0,30227.88663791898,109913201.99381271,1.0,0.5481,0.41958573217724304,3,2,2,0.1,3657574.283188197,5715486.50367826,13.0,0.77924,8.512205135398727,8.674722519043701,0.019092277624881523
GA06,A,South Africa,South Korea,0.219,0.55695,45578.3039015535,139375537.76888007,0.164408605,0.200893455,0.6036580216193217,2,2,3,-0.022405000000000008,4901283.420290312,7247527.963981763,12.0,0.30612082400000007,11.682114968838203,11.761857323491396,0.006826020362400517
GB05,B,Canada,Switzerland,0.37435,1.0,44440.872197308374,156798139.49217236,0.531575845,0.3465423525,0.5837326007748118,3,3,3,0.037434999999999996,5071496.787281607,8153503.253592962,19.0,0.47124727899999996,11.872889847737843,12.241607913749382,0.031055460864213368
GB06,B,Bosnia and Herzegovina,Qatar,0.5849,0.3263,48071.0,153475122.4527473,0.0747594,0.17946084,0.6691931500296007,3,3,3,-0.008879999999999999,5240854.2472,7980706.367542858,19.0,0.221688096,12.29187311220558,12.34858495517246,0.0046137673606933645
GC05,C,Brazil,Scotland,1.0,0.0986,37122.19679632788,133718122.25922985,0.82224392,0.335073,0.4733865040905837,3,2,3,0.009860000000000002,4123704.3822413636,6953342.357479952,16.0,0.6229267680000001,10.063922725164463,10.2081405670119,0.014330181757738066
GC06,C,Morocco,Haiti,0.96775,0.1889,32657.536858361756,127142104.20967786,0.631146545,0.3891548925,0.4607645487838927,3,2,2,0.015664999999999995,3648602.8890572796,6611389.418903248,13.0,0.568120575,9.592573245260017,9.62394479924442,0.003270400254687127
GD05,D,United States,Turkey,1.0,1.0,44524.486871412344,134487755.21579507,1.0,0.4173,0.492689719674284,3,3,3,0.1,5387462.911440894,6993363.271221343,19.0,0.6869200000000001,10.944530193143448,11.28482390233652,0.031092582613208856
GD06,D,Paraguay,Australia,0.3055,0.642,57327.22264149557,163403257.89376178,0.11598850000000002,0.19130025000000003,0.6846959280714607,2,3,3,-0.0052499999999999995,6272888.019489049,8496969.410475612,15.0,0.24291550000000003,13.982988260110961,14.230261808036122,0.01768388439762581
GE05,E,Germany,Ecuador,1.0,0.94145,47565.57790241813,145854211.55218968,0.8897562050000001,0.4670157975,0.5323206206067111,3,3,3,0.09414500000000002,5724800.315744542,7584419.0007138625,19.0,0.6627088010000001,11.829130964993098,12.255269056965115,0.03602446310156869
GE06,E,Curacao,Ivory Coast,0.003,1.0,37556.98924392315,108766033.2465499,0.9940180000000001,0.2919733,0.39853089075350856,3,2,3,0.0002999999999999892,4132508.1974765956,5655833.728820595,16.0,0.67439652,8.842810368756512,8.839433165050702,-0.0003819152017261757
GF05,F,Netherlands,Tunisia,1.0,0.07105,29787.016430753643,123935649.52524032,0.8679962050000001,0.33443536250000006,0.42555644618418204,3,2,3,0.007105000000000006,3299851.850074356,6444653.775312496,16.0,0.6409726270000001,8.79413431985824,8.825964808871035,0.0036195136275003975
GF06,F,Japan,Sweden,0.93675,0.30095,49410.77520600974,168783781.5992729,0.46074292999999994,0.25490431500000005,0.6177323357391107,3,4,3,0.023770000000000003,5564379.626592225,8776756.64316219,23.0,0.36625889800000005,12.627399063330767,13.082242715693527,0.03602037522387324
GG05,G,Belgium,New Zealand,1.0,0.7784,33734.16108460366,131437775.23443782,0.65501312,0.6276862799999999,0.46593573646078684,3,2,3,0.07784,3999603.1001772126,6834764.312190766,16.0,0.67307976,9.769646756704855,9.952995172828766,0.018767148975788704
GG06,G,Egypt,Iran,0.8111,0.15555,52491.11505802125,151044621.91314158,0.4308580250000001,0.189946725,0.6076527631989619,3,3,3,-0.0033349999999999994,5754766.290823302,7854320.339483362,19.0,0.3683219000000001,12.326386359948211,12.659907203505625,0.027057471169418663
GH05,H,Spain,Uruguay,1.0,0.97985,46014.455015333304,150346172.25798106,0.960512045,0.4457632275,0.5230269769587002,3,4,3,0.09798499999999999,5557549.952901181,7818000.9574150145,23.0,0.642510109,11.553134344773769,11.994326876374897,0.03818812440285596
GH06,H,Cape Verde,Saudi Arabia,0.0291,0.9568,37815.565222673846,113494524.53299923,0.8608260999999999,0.208764325,0.4422027078998428,3,3,3,-0.0014100000000000002,4153846.9803280863,5901715.27571596,19.0,0.5478361700000001,8.900277359005209,8.92298134694389,0.002550930383726776
GI05,I,France,Norway,1.0,1.0,36862.820367104294,125545502.47997817,1.0,0.5769,0.4467448419753031,3,3,3,0.1,4460401.26441962,6528366.128958865,19.0,0.75076,9.631013018356061,9.840436235353788,0.021744671780484667
GI06,I,Senegal,Iraq,0.8896,0.0547,36555.660434991245,126317559.94040056,0.7001605,0.28428151500000004,0.46164338573431885,3,2,3,-0.005570000000000009,3998724.994700518,6568513.116900829,16.0,0.553776806,9.61335786323328,9.693503816735667,0.008336936442250828
GJ05,J,Argentina,Jordan,1.0,1.0,25014.698007461866,114010347.33336644,1.0,0.7167,0.36740260675158015,3,2,2,0.1,3026778.458902886,5928538.061335054,13.0,0.84668,8.202499544757625,8.198051126989519,-0.0005423246589448953
GJ06,J,Algeria,Austria,0.22345,0.51895,46002.63256714762,159054592.27435586,0.15367800999999995,0.19064832000000004,0.6268677536823855,2,3,3,-0.025759999999999995,4929936.522743969,8270838.798266504,15.0,0.25773053199999996,12.475660253042157,12.60187002149286,0.010116480081278856
GK05,K,Portugal,Colombia,1.0,1.0,43180.933428307864,141250335.76335788,1.0,0.39390000000000003,0.5277098121955677,3,3,3,0.1,5224892.9448252525,7345017.459694609,19.0,0.67756,11.146106128667707,11.50986421671543,0.0326354409197791
GK06,K,DR Congo,Uzbekistan,0.25915,0.1375,46950.33551586611,127108821.13557921,0.378829945,0.080797605,0.5601131500746686,2,2,3,-0.06033500000000001,4852934.572476795,6609658.699050119,12.0,0.34385102,11.027208133551348,11.028321319601583,0.00010094903775761149
GL05,L,England,Panama,1.0,0.6068,27059.69952475734,126052823.52675158,0.52281248,0.56238,0.46549971581971644,3,2,2,0.060680000000000005,3157185.030111158,6554746.823391082,13.0,0.5940769920000001,9.035960210928176,9.078023870121955,0.004655139931106283
GL06,L,Croatia,Ghana,1.0,0.0816,35445.98619387939,122023745.69566011,0.85011712,0.31728735999999996,0.43069325084102555,3,2,3,0.00815999999999999,3930874.798534359,6345234.7761743255,16.0,0.626961792,9.299643640472686,9.364106646349711,0.00693177162149285
